sequence_id,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source
ERZ941922@173_sp3,TemPhD_cluster_55117,100.0,30,0,0,64030,64059,86065,2.92e-07,60.0,43.126706558996105,Caudovirales,Medium-quality,Bacteroides xylanisolvens,temperate,TEMPHD
ERZ941922@173_sp3,TemPhD_cluster_55120,100.0,30,0,0,63582,63611,86103,2.92e-07,60.0,43.1262557634461,Caudovirales,Medium-quality,Bacteroides vulgatus,temperate,TEMPHD
ERZ941922@173_sp3,uvig_164329,100.0,30,0,0,362,391,13901,2.92e-07,60.0,49.81655995971513,Caudovirales,Low-quality,Bacteroides vulgatus,virulent,GPD
ERZ941922@173_sp3,TemPhD_cluster_55121,100.0,30,0,0,64037,64066,86072,2.92e-07,60.0,43.120875546054464,Caudovirales,Medium-quality,Bacteroides uniformis,temperate,TEMPHD
ERZ941922@173_sp3,TemPhD_cluster_39015,100.0,30,0,0,22164,22135,86067,2.92e-07,60.0,43.1233806220735,Caudovirales,Medium-quality,Parabacteroides merdae,temperate,TEMPHD
ERZ941922@173_sp4,MGV-GENOME-4435512,100.0,30,0,0,73147,73118,148627,2.92e-07,60.0,38.06105216414245,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0375780,100.0,30,0,0,20332,20303,149348,2.92e-07,60.0,38.076171090339336,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0375258,100.0,30,0,0,14775,14746,145277,2.92e-07,60.0,37.906206763630856,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0366724,100.0,30,0,0,6809,6780,100336,2.92e-07,60.0,38.01925530218465,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0358728,100.0,30,0,0,26303,26274,88683,2.92e-07,60.0,37.92947915609531,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0355554,100.0,30,0,0,14734,14705,84854,2.92e-07,60.0,37.53152473660641,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0334280,100.0,30,0,0,13574,13545,61443,2.92e-07,60.0,43.58836645346093,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0326500,100.0,30,0,0,13141,13112,52632,2.92e-07,60.0,44.63064295485636,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0323272,100.0,30,0,0,13151,13122,51130,2.92e-07,60.0,44.71151965577938,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp4,MGV-GENOME-0299779,100.0,30,0,0,10519,10490,46567,2.92e-07,60.0,42.89088839736294,Caudovirales,High-quality,Parabacteroides,temperate,MGV
ERZ941922@173_sp5,IMGVR_UViG_3300029051_000279|3300029051|Ga0169669_100345|3-38325,100.0,30,0,0,10624,10595,38323,2.92e-07,60.0,44.12232862771704,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp5,IMGVR_UViG_3300023479_000148|3300023479|Ga0257034_10238|2-38377,100.0,30,0,0,10669,10640,38376,2.92e-07,60.0,44.105691056910565,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp6,MGV-GENOME-0324570,100.0,30,0,0,23127,23156,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp6,MGV-GENOME-0306913,100.0,30,0,0,22157,22186,48846,2.92e-07,60.0,44.114154690251,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp6,MGV-GENOME-0271979,100.0,30,0,0,29965,29994,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp6,MGV-GENOME-0246041,100.0,30,0,0,20553,20582,36100,2.92e-07,60.0,42.11080332409972,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp6,uvig_83691,100.0,30,0,0,18236,18265,35029,2.92e-07,60.0,43.463986982214735,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp6,IMGVR_UViG_7000000570_000258|7000000570|SRS051882_Baylor_scaffold_3869|25564-83328,100.0,30,0,0,22930,22959,57765,2.92e-07,60.0,43.75833116939323,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp6,IMGVR_UViG_7000000317_000390|7000000317|SRS014459_WUGC_scaffold_70953|25612-88696,100.0,30,0,0,26219,26248,63085,2.92e-07,60.0,42.65197749068717,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp6,IMGVR_UViG_3300007853_000159|3300007853|Ga0114093_100020|88684-148722,100.0,30,0,0,26219,26248,60039,2.92e-07,60.0,42.32249038125219,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp6,IMGVR_UViG_2065487001_000146|2065487001|bke_il_soap_contig_9914|25616-88370,100.0,30,0,0,26271,26300,62755,2.92e-07,60.0,42.18468647916501,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp6,IMGVR_UViG_3300008737_000133|3300008737|Ga0113999_100043|25675-94847,100.0,30,0,0,26220,26249,69173,2.92e-07,60.0,41.93254593555289,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp7,IMGVR_UViG_3300023479_000148|3300023479|Ga0257034_10238|2-38377,100.0,30,0,0,10537,10508,38376,2.92e-07,60.0,44.105691056910565,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp8,TemPhD_cluster_45523,96.667,30,1,0,69213,69242,91714,7.11e-05,52.0,42.85278147283948,Caudovirales,Medium-quality,Bacteroides ovatus,temperate,TEMPHD
ERZ941922@173_sp8,TemPhD_cluster_39015,96.667,30,1,0,22630,22601,86067,7.11e-05,52.0,43.1233806220735,Caudovirales,Medium-quality,Parabacteroides merdae,temperate,TEMPHD
ERZ941922@173_sp8,TemPhD_cluster_54841,96.667,30,1,0,69204,69233,91705,7.11e-05,52.0,42.85262526579794,Caudovirales,Medium-quality,Bacteroides ovatus,temperate,TEMPHD
ERZ941922@173_sp8,TemPhD_cluster_39014,96.667,30,1,0,63566,63595,86067,7.11e-05,52.0,43.1210568510579,Caudovirales,Medium-quality,Bacteroides vulgatus,temperate,TEMPHD
ERZ941922@173_sp8,TemPhD_cluster_39013,96.667,30,1,0,63567,63596,86068,7.11e-05,52.0,43.115908351536,Caudovirales,Medium-quality,Bacteroides ovatus,temperate,TEMPHD
ERZ941922@173_sp8,TemPhD_cluster_39012,96.667,30,1,0,22630,22601,86068,7.11e-05,52.0,43.12287958358508,Caudovirales,Medium-quality,Parabacteroides merdae,temperate,TEMPHD
ERZ941922@173_sp8,IMGVR_UViG_3300029577_000368|3300029577|Ga0244883_100452|27294-73147,96.667,30,1,0,28781,28810,45854,7.11e-05,52.0,44.90338901731583,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp8,IMGVR_UViG_3300023486_000241|3300023486|Ga0257044_10256|3-40292,96.667,30,1,0,12698,12669,40290,7.11e-05,52.0,43.85207247455944,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ941922@173_sp8,IMGVR_UViG_3300045988_171622|3300045988|Ga0495776_130368,96.667,30,1,0,28623,28652,55476,7.11e-05,52.0,45.36916864950609,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ941922@173_sp8,TemPhD_cluster_55122,96.667,30,1,0,23065,23036,86103,7.11e-05,52.0,43.1262557634461,Caudovirales,Medium-quality,Bacteroides vulgatus,temperate,TEMPHD
ERZ941922@173_sp9,uvig_437263,100.0,29,0,0,1835,1863,46920,1.15e-06,58.0,44.53751065643649,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_242425,100.0,29,0,0,15760,15788,81826,1.15e-06,58.0,43.87969594016572,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_229384,100.0,29,0,0,33125,33153,97078,1.15e-06,58.0,43.493891509919855,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_120873,100.0,29,0,0,62477,62449,81802,1.15e-06,58.0,44.177403975452926,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_22810,100.0,29,0,0,15759,15787,118218,1.15e-06,58.0,45.16909438494984,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_14017,100.0,29,0,0,5878,5906,82636,1.15e-06,58.0,42.6327508591897,Caudovirales,Complete,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,uvig_248654,100.0,29,0,0,20393,20421,76896,1.15e-06,58.0,44.44964627548897,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp9,SAMEA2737747_b1_ct58_vs2,100.0,29,0,0,2394,2422,48510,1.15e-06,58.0,42.67779839208411,Siphoviridae,Medium-quality,Parabacteroides,virulent,CHVD
ERZ941922@173_sp9,SAMEA2579969_a1_ct7770_vs1,100.0,29,0,0,58935,58907,59250,1.15e-06,58.0,44.23291139240506,Siphoviridae,High-quality,Parabacteroides,virulent,CHVD
ERZ941922@173_sp9,Han_2018_ERR1398250_NODE_563_length_25453_cov_5.875108,100.0,29,0,0,22642,22614,25453,1.15e-06,58.0,42.63544572349036,Caudovirales,Low-quality,Tannerellaceae,virulent,GVD
ERZ941922@173_sp10,MGV-GENOME-0375925,100.0,30,0,0,14195,14224,150726,2.92e-07,60.0,50.86182874885554,,High-quality,Bacteroidales,temperate,MGV
ERZ941922@173_sp11,MGV-GENOME-0324570,100.0,30,0,0,54168,54197,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0323802,100.0,30,0,0,52171,52200,56053,2.92e-07,60.0,42.661409737213,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0319089,100.0,30,0,0,49507,49536,53726,2.92e-07,60.0,44.39749841789823,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0316179,100.0,30,0,0,48853,48882,52414,2.92e-07,60.0,43.446407448391646,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,uvig_107293,100.0,30,0,0,39563,39592,49115,2.92e-07,60.0,42.02585768095287,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ941922@173_sp11,MGV-GENOME-0332559,100.0,30,0,0,18959,18988,56835,2.92e-07,60.0,42.41048649599718,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0316543,100.0,30,0,0,48398,48427,52574,2.92e-07,60.0,44.4383155171758,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0310544,100.0,30,0,0,49911,49940,50106,2.92e-07,60.0,44.55953378836866,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0277695,100.0,30,0,0,40144,40173,41773,2.92e-07,60.0,44.502429799152566,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ941922@173_sp11,MGV-GENOME-0275816,100.0,30,0,0,41214,41243,41387,2.92e-07,60.0,42.24514944306183,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ942200@7_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942200@7_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942200@7_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942205@16_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942205@16_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942205@16_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942209@26_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942209@26_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942209@26_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942293@42_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942293@42_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942293@42_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942331@23_sp4,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28195,28224,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942331@23_sp4,uvig_217565,90.0,30,3,0,10014,10043,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942331@23_sp4,MGV-GENOME-0343281,90.0,30,3,0,2266,2295,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942354@38_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942354@38_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942354@38_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942363@28_sp1,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28224,28195,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942363@28_sp1,uvig_217565,90.0,30,3,0,10043,10014,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942363@28_sp1,MGV-GENOME-0343281,90.0,30,3,0,2295,2266,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942373@5_sp10,SAMEA2580017_b1_ct5_vs2,90.0,30,3,0,28195,28224,67600,4.2,36.2,39.44970414201183,Podoviridae,Medium-quality,Prevotella,virulent,CHVD
ERZ942373@5_sp10,uvig_217565,90.0,30,3,0,10014,10043,31655,4.2,36.2,39.16284947085769,Caudovirales,Low-quality,Bacteroides dorei,virulent,GPD
ERZ942373@5_sp10,MGV-GENOME-0343281,90.0,30,3,0,2266,2295,61166,4.2,36.2,41.75358859497106,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ942046@3_sp0,OTU_566,100.0,30,0,0,35012,34983,62894,2.92e-07,60.0,49.65020510700543,Rasmusviridae,Complete,Prevotella,temperate,IGVD
ERZ942046@3_sp1,OTU_841,100.0,30,0,0,19154,19183,56445,2.92e-07,60.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
ERZ3455816@13_sp4,MGV-GENOME-0272677,90.323,31,3,0,38297,38267,40801,1.2,38.2,32.866841498982865,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455816@13_sp4,MGV-GENOME-0276731,90.323,31,3,0,35373,35343,41574,1.2,38.2,32.86188483186607,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455816@13_sp4,MGV-GENOME-0272024,90.323,31,3,0,19011,18981,40680,1.2,38.2,32.93510324483776,Caudovirales,High-quality,Lawsonia intracellularis,virulent,MGV
ERZ3455816@13_sp4,MGV-GENOME-0283854,90.323,31,3,0,33646,33616,42954,1.2,38.2,32.96549797457746,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455816@13_sp4,MGV-GENOME-0266792,90.323,31,3,0,17974,17944,39660,1.2,38.2,33.15431164901664,Caudovirales,High-quality,Lawsonia intracellularis,virulent,MGV
ERZ3455816@13_sp4,SAMN09781740_a1_ct19215,90.323,31,3,0,30149,30119,42248,1.2,38.2,32.988543836394626,Siphoviridae,High-quality,-,virulent,CHVD
ERZ3455819@7_sp4,MGV-GENOME-0272677,90.323,31,3,0,38297,38267,40801,1.2,38.2,32.866841498982865,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455819@7_sp4,MGV-GENOME-0276731,90.323,31,3,0,35373,35343,41574,1.2,38.2,32.86188483186607,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455819@7_sp4,MGV-GENOME-0272024,90.323,31,3,0,19011,18981,40680,1.2,38.2,32.93510324483776,Caudovirales,High-quality,Lawsonia intracellularis,virulent,MGV
ERZ3455819@7_sp4,MGV-GENOME-0283854,90.323,31,3,0,33646,33616,42954,1.2,38.2,32.96549797457746,Caudovirales,Complete,Lawsonia intracellularis,virulent,MGV
ERZ3455819@7_sp4,MGV-GENOME-0266792,90.323,31,3,0,17974,17944,39660,1.2,38.2,33.15431164901664,Caudovirales,High-quality,Lawsonia intracellularis,virulent,MGV
ERZ3455819@7_sp4,SAMN09781740_a1_ct19215,90.323,31,3,0,30149,30119,42248,1.2,38.2,32.988543836394626,Siphoviridae,High-quality,-,virulent,CHVD
ERZ2965106@491_sp4,Station173_DCM_ALL_assembly_NODE_7077_length_15333_cov_4.566043,89.655,29,3,0,7254,7282,15333,17.0,34.2,35.07467553642471,Caudovirales,Low-quality,Bacillus cereus,virulent,GOV2
ERZ2965106@652_sp1,Station205_SUR_ALL_assembly_NODE_176_length_91987_cov_111.812568,93.103,29,2,0,89878,89850,91987,0.069,42.1,35.79744963962299,Caudovirales,High-quality,Clostridioides difficile,virulent,GOV2
ERZ2965106@652_sp1,Station196_SUR_ALL_assembly_NODE_2791_length_17301_cov_4.003363,93.103,29,2,0,3576,3548,17301,0.069,42.1,33.86509450320791,Caudovirales,Medium-quality,Bacillus cereus,virulent,GOV2
ERZ2965106@652_sp2,TemPhD_cluster_28976,92.857,28,2,0,13132,13159,48822,0.27,40.1,41.07574454139528,Caudovirales,High-quality,Bacteroides fragilis,temperate,TEMPHD
ERZ2965106@652_sp2,IMGVR_UViG_3300014752_000067|3300014752|Ga0169821_100131|14868-65418,92.857,28,2,0,12720,12747,50551,0.27,40.1,41.103044450159246,Caudoviricetes,High-quality,Bacteroides,temperate,IMG_VR
ERZ2965106@652_sp2,IMGVR_UViG_3300029463_000082|3300029463|Ga0244135_100194|9817-57459,92.857,28,2,0,14518,14545,47643,0.27,40.1,41.05115127091073,Caudoviricetes,High-quality,Bacteroides,temperate,IMG_VR
ERZ2965106@652_sp2,IMGVR_UViG_3300014917_000073|3300014917|Ga0169823_100050|15459-66010,92.857,28,2,0,12720,12747,50552,0.27,40.1,41.102231365722425,Caudoviricetes,High-quality,Bacteroides,temperate,IMG_VR
ERZ2965106@652_sp2,IMGVR_UViG_3300045988_128836|3300045988|Ga0495776_174399,92.857,28,2,0,4615,4642,42628,0.27,40.1,41.35075537205593,Caudoviricetes,High-quality,Bacteroides,virulent,IMG_VR
ERZ2965106@652_sp2,MGV-GENOME-0336651,92.857,28,2,0,4615,4642,42628,0.27,40.1,41.35075537205593,Caudovirales,High-quality,Bacteroides,virulent,MGV
ERZ2965106@652_sp2,MGV-GENOME-0276858,92.857,28,2,0,10172,10199,30849,0.27,40.1,40.98998346785957,Caudovirales,Medium-quality,Bacteroides,virulent,MGV
ERZ2965106@652_sp2,SAMEA2580258_a1_ct1287_vs1,92.857,28,2,0,17611,17638,47200,0.27,40.1,40.46186440677966,Siphoviridae,High-quality,Bacteroides,virulent,CHVD
ERZ2965106@652_sp2,MGV-GENOME-0211950,92.857,28,2,0,14093,14120,30089,0.27,40.1,41.15789823523547,Caudovirales,Medium-quality,Bacteroides,virulent,MGV
ERZ2965106@652_sp2,MGV-GENOME-0180928,92.857,28,2,0,9260,9287,24801,0.27,40.1,42.65957017862184,Caudovirales,Medium-quality,Bacteroides,virulent,MGV
ERZ2662920@55_sp1,IMGVR_UViG_3300045988_159003|3300045988|Ga0495776_014805,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2662920@55_sp1,IMGVR_UViG_3300045988_160093|3300045988|Ga0495776_014804,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2662920@55_sp1,MGV-GENOME-0346322,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2662920@55_sp1,MGV-GENOME-0346320,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663039@65_sp1,IMGVR_UViG_3300045988_159003|3300045988|Ga0495776_014805,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663039@65_sp1,IMGVR_UViG_3300045988_160093|3300045988|Ga0495776_014804,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663039@65_sp1,MGV-GENOME-0346322,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663039@65_sp1,MGV-GENOME-0346320,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663770@24_sp6,IMGVR_UViG_3300045988_159003|3300045988|Ga0495776_014805,96.552,29,1,0,52657,52685,72353,0.000281,50.1,44.06451702071787,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663770@24_sp6,IMGVR_UViG_3300045988_160093|3300045988|Ga0495776_014804,96.552,29,1,0,11444,11472,72353,0.000281,50.1,44.09215927466726,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663770@24_sp6,MGV-GENOME-0346322,96.552,29,1,0,52657,52685,72353,0.000281,50.1,44.06451702071787,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663770@24_sp6,MGV-GENOME-0346320,96.552,29,1,0,11444,11472,72353,0.000281,50.1,44.09215927466726,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2664192@33_sp6,IMGVR_UViG_3300045988_159003|3300045988|Ga0495776_014805,96.552,29,1,0,52657,52685,72353,0.000281,50.1,44.06451702071787,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2664192@33_sp6,IMGVR_UViG_3300045988_160093|3300045988|Ga0495776_014804,96.552,29,1,0,11444,11472,72353,0.000281,50.1,44.09215927466726,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2664192@33_sp6,MGV-GENOME-0346322,96.552,29,1,0,52657,52685,72353,0.000281,50.1,44.06451702071787,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2664192@33_sp6,MGV-GENOME-0346320,96.552,29,1,0,11444,11472,72353,0.000281,50.1,44.09215927466726,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663886@53_sp1,IMGVR_UViG_3300045988_159003|3300045988|Ga0495776_014805,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663886@53_sp1,IMGVR_UViG_3300045988_160093|3300045988|Ga0495776_014804,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
ERZ2663886@53_sp1,MGV-GENOME-0346322,96.552,29,1,0,52685,52657,72353,0.000281,50.1,44.06451702071787,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2663886@53_sp1,MGV-GENOME-0346320,96.552,29,1,0,11472,11444,72353,0.000281,50.1,44.09215927466726,Caudovirales,Complete,Prevotella,virulent,MGV
ERZ2803387@258_sp0,Rampelli_Norman_22_NODE_8892_length_2805_cov_576.164000,100.0,30,0,0,346,317,2805,2.92e-07,60.0,41.42602495543672,Caudovirales,Not-determined,UBA1096,virulent,GVD
ERZ2803387@258_sp4,IMGVR_UViG_3300029470_000188|3300029470|Ga0244172_100056|27280-81191,100.0,30,0,0,28019,27990,53912,2.92e-07,60.0,45.65773853687491,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ2803387@258_sp5,uvig_324873,100.0,30,0,0,86026,86055,165160,2.92e-07,60.0,43.30104141438605,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ2803387@258_sp5,uvig_176984,100.0,30,0,0,36929,36958,115042,2.92e-07,60.0,43.29288433789399,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
